Drug1,Drug2,Cell line,ID,ZIP,Bliss,Loewe,HSA
ZOLINZA,DASATINIB,ES2,20738.5,5.824999999999999,7.057499999999999,-5.545,5.7675
ZOLINZA,DASATINIB,HCT116,48121.2,6.347999999999999,2.774,-15.982,-0.09799999999999986
ZOLINZA,DASATINIB,HT144,25298.5,11.4525,13.8925,-11.2225,6.9175
ZOLINZA,DASATINIB,LNCAP,32058.5,-1.5975000000000001,-2.415,1.6350000000000002,6.57
ZOLINZA,DASATINIB,LOVO,34390.5,-4.3475,-5.4275,-0.31500000000000006,1.865
ZOLINZA,DASATINIB,MDAMB436,36722.5,-6.9125,-1.205,-1.905,2.2850000000000006
ZOLINZA,DASATINIB,MSTO,38750.5,18.9325,16.669999999999998,27.205,31.06
ZOLINZA,DASATINIB,NCI-H460,86164.4,-1.6760000000000002,-0.31000000000000005,-3.1340000000000003,3.2120000000000006
ZOLINZA,DASATINIB,NCIH1650,41082.5,0.35000000000000003,-0.205,5.2225,6.495
ZOLINZA,DASATINIB,NCIH2122,43414.5,10.4375,-0.6724999999999999,-36.5025,-17.41
ZOLINZA,DASATINIB,NCIH23,73731.2,-2.154,-1.416,-0.596,1.6020000000000003
ZOLINZA,DASATINIB,NCIH520,50230.5,-0.04500000000000001,0.235,-0.14250000000000002,1.9925000000000002
ZOLINZA,DASATINIB,OCUBM,52562.5,2.0675,3.86,-0.5275000000000001,4.665
ZOLINZA,DASATINIB,OV90,54894.5,1.0749999999999997,1.045,1.0375,6.6475
ZOLINZA,DASATINIB,OVCAR3,82535.0,-0.15599999999999997,0.508,1.932,3.8120000000000003
ZOLINZA,DASATINIB,PA1,59558.5,1.1099999999999999,0.47,-0.6575,1.4975
ZOLINZA,DASATINIB,RKO,61890.5,-3.885,-4.8100000000000005,-3.4725,0.14250000000000007
ZOLINZA,DASATINIB,RPMI7951,64150.5,-1.7925,-2.8675,0.2025,2.8
ZOLINZA,DASATINIB,SK-OV-3,106944.0,-4.1419999999999995,-4.312,-1.7719999999999998,0.826
ZOLINZA,DASATINIB,SKMEL30,66478.5,17.28,17.765,-14.3,4.977500000000001
ZOLINZA,DASATINIB,SKMES1,68810.5,-3.26,-3.9875,-2.66,0.7324999999999999
ZOLINZA,DASATINIB,SW-620,98090.2,-1.9899999999999998,2.406,-5.378,3.2300000000000004
ZOLINZA,DASATINIB,SW837,75806.5,5.0375000000000005,5.3825,7.3825,10.0025
ZOLINZA,DASATINIB,T-47D,105285.6,1.484,5.011999999999999,4.3420000000000005,7.281999999999999
ZOLINZA,DASATINIB,UACC62,113408.8,0.3099999999999998,4.608,-0.2500000000000001,5.1000000000000005
ZOLINZA,DASATINIB,UWB1289,82574.5,-4.92,-5.6125,-0.485,1.3375000000000001
ZOLINZA,DASATINIB,VCAP,87238.5,4.2125,7.58,1.6925000000000001,7.214999999999999
ZOLINZA,DINACICLIB,A2058,2266.5,-1.055,-1.295,-7.435,-1.7999999999999998
ZOLINZA,DINACICLIB,A2780,4574.5,3.1075000000000004,3.6224999999999996,-1.03,4.5775
ZOLINZA,DINACICLIB,A375,6838.5,-0.7175,-4.015,-9.585,-3.3225
ZOLINZA,DINACICLIB,A427,9166.5,-3.285,-7.0775,-6.8774999999999995,-2.4225000000000003
ZOLINZA,DINACICLIB,ES2,20742.5,-0.895,-2.58,-7.07,-1.25
ZOLINZA,DINACICLIB,HCT116,22974.5,-3.2624999999999997,-6.0600000000000005,-8.05,-3.41
ZOLINZA,DINACICLIB,HT144,25302.5,-1.0725,-2.735,-7.174999999999999,-1.0150000000000001
ZOLINZA,DINACICLIB,LNCAP,32062.5,2.055,0.9650000000000001,-2.145,4.3575
ZOLINZA,DINACICLIB,LOVO,34394.5,-3.3,-6.404999999999999,-8.8975,-3.935
ZOLINZA,DINACICLIB,MDAMB436,36726.5,-3.6450000000000005,-2.27,-5.6450000000000005,-0.67
ZOLINZA,DINACICLIB,MSTO,38754.5,12.08,8.7175,9.0975,11.482500000000002
ZOLINZA,DINACICLIB,NCI-H460,47902.5,-1.4949999999999999,-3.1625,-7.0625,-0.7975000000000001
ZOLINZA,DINACICLIB,NCIH1650,41086.5,-1.7625,0.5599999999999999,-4.94,1.5950000000000002
ZOLINZA,DINACICLIB,NCIH2122,43418.5,-0.38749999999999996,0.05250000000000005,-3.63,2.0475
ZOLINZA,DINACICLIB,NCIH23,45582.5,-1.565,-3.5575,-7.5575,-2.2375
ZOLINZA,DINACICLIB,NCIH520,50234.5,1.085,-0.1449999999999999,-5.955,-0.030000000000000027
ZOLINZA,DINACICLIB,OCUBM,52566.5,-0.1075,-0.8125,-5.7700000000000005,0.25249999999999995
ZOLINZA,DINACICLIB,OV90,54898.5,-6.6450000000000005,-8.7075,-9.1375,-4.75
ZOLINZA,DINACICLIB,OVCAR3,57230.5,-0.76,-0.4675,-4.5775,0.4725
ZOLINZA,DINACICLIB,PA1,59562.5,1.8475000000000001,2.3425,-3.185,2.71
ZOLINZA,DINACICLIB,RKO,61894.5,-1.3025,0.1,-1.27,4.75
ZOLINZA,DINACICLIB,RPMI7951,64154.5,1.3125,-0.03249999999999997,-4.4175,1.1225
ZOLINZA,DINACICLIB,SK-OV-3,71146.5,-1.92,-0.5225,-8.719999999999999,-1.835
ZOLINZA,DINACICLIB,SKMEL30,66482.5,1.15,1.7925,-8.0375,1.6800000000000002
ZOLINZA,DINACICLIB,SKMES1,68814.5,-0.8975,-0.13000000000000006,-4.8225,1.4775
ZOLINZA,DINACICLIB,SW-620,73478.5,1.1875,0.22000000000000003,-4.73,-0.75
ZOLINZA,DINACICLIB,SW837,75810.5,-0.8225,-1.0474999999999999,-6.0125,-0.047499999999999876
ZOLINZA,DINACICLIB,T-47D,77922.5,-0.25499999999999995,0.39000000000000007,-1.5025,1.7999999999999998
ZOLINZA,DINACICLIB,UACC62,80246.5,-1.645,-4.645,-8.26,-2.4125
ZOLINZA,DINACICLIB,UWB1289,82578.5,-0.15249999999999997,-2.6275,-6.885,-0.8274999999999998
ZOLINZA,DINACICLIB,VCAP,87242.5,0.5575,2.4625,-4.935,3.3325
ZOLINZA,ERLOTINIB,A2058,2270.5,9.3625,11.455,4.505,10.3275
ZOLINZA,ERLOTINIB,A2780,4578.5,12.002500000000001,13.21,9.625,14.5875
ZOLINZA,ERLOTINIB,A375,89734.5,1.6575000000000002,5.092499999999999,2.87,7.9775
ZOLINZA,ERLOTINIB,A427,9170.5,-0.7124999999999999,-0.44000000000000006,1.87,5.66
ZOLINZA,ERLOTINIB,ES2,20746.5,11.915000000000001,11.377500000000001,-6.4025,11.907499999999999
ZOLINZA,ERLOTINIB,HCT116,89922.5,0.22999999999999993,1.555,-12.662500000000001,4.1899999999999995
ZOLINZA,ERLOTINIB,HT144,25306.5,2.6175,5.1325,2.8325,7.902500000000001
ZOLINZA,ERLOTINIB,LNCAP,32066.5,6.567499999999999,5.3775,6.375,11.6875
ZOLINZA,ERLOTINIB,LOVO,34398.5,1.3824999999999998,0.865,5.0125,7.8925
ZOLINZA,ERLOTINIB,MDAMB436,36730.5,2.14,3.0875,4.2524999999999995,7.382499999999999
ZOLINZA,ERLOTINIB,MSTO,38758.5,19.685,17.8775,26.032500000000002,29.885
ZOLINZA,ERLOTINIB,NCI-H460,47906.5,0.017499999999999964,-0.22249999999999992,2.9675000000000002,4.4975000000000005
ZOLINZA,ERLOTINIB,NCIH1650,41090.5,-2.1125,-1.8175000000000003,4.205,5.7524999999999995
ZOLINZA,ERLOTINIB,NCIH2122,43422.5,5.685,5.7025,5.842499999999999,10.5225
ZOLINZA,ERLOTINIB,NCIH23,45586.5,-2.39,-1.7200000000000002,-2.7525,0.9299999999999999
ZOLINZA,ERLOTINIB,NCIH520,50238.5,8.537500000000001,12.36,6.595,11.515
ZOLINZA,ERLOTINIB,OCUBM,52570.5,6.452500000000001,7.0825000000000005,3.535,9.09
ZOLINZA,ERLOTINIB,OV90,54902.5,0.4800000000000001,3.2700000000000005,5.095,6.605
ZOLINZA,ERLOTINIB,OVCAR3,57234.5,2.145,2.7924999999999995,3.71,6.345
ZOLINZA,ERLOTINIB,PA1,59566.5,3.96,6.0275,0.7875,6.2
ZOLINZA,ERLOTINIB,RKO,61898.5,0.05250000000000021,0.01750000000000007,-2.735,5.7825
ZOLINZA,ERLOTINIB,RPMI7951,64158.5,6.544999999999999,9.375,5.7875,11.3375
ZOLINZA,ERLOTINIB,SK-OV-3,71150.5,2.85,2.9525,2.2125,7.3825
ZOLINZA,ERLOTINIB,SKMEL30,66486.5,4.74,5.754999999999999,-2.2424999999999997,3.3425000000000002
ZOLINZA,ERLOTINIB,SKMES1,68818.5,5.3175,4.59,7.285,9.76
ZOLINZA,ERLOTINIB,SW-620,73482.5,7.475,7.7475000000000005,27.6675,6.1899999999999995
ZOLINZA,ERLOTINIB,SW837,75814.5,10.2225,10.395,10.235,14.032499999999999
ZOLINZA,ERLOTINIB,T-47D,77926.5,6.765,7.6425,4.84,9.839999999999998
ZOLINZA,ERLOTINIB,UACC62,80250.5,8.3125,10.002500000000001,8.145,12.332500000000001
ZOLINZA,ERLOTINIB,UWB1289,82582.5,0.43999999999999995,0.255,5.0625,8.125
ZOLINZA,ERLOTINIB,VCAP,87246.5,16.6025,19.04,11.7775,19.615000000000002
ZOLINZA,GELDANAMYCIN,A2058,2274.5,6.375,5.415,1.2399999999999998,6.494999999999999
ZOLINZA,GELDANAMYCIN,A2780,4582.5,3.01,3.23,0.2575,5.26
ZOLINZA,GELDANAMYCIN,A375,6842.5,-3.8875,-9.1325,-10.64,-5.5525
ZOLINZA,GELDANAMYCIN,A427,9174.5,-7.5925,-11.587499999999999,-9.6025,-6.055
ZOLINZA,GELDANAMYCIN,ES2,20750.5,4.62,3.85,-0.31500000000000006,5.8075
ZOLINZA,GELDANAMYCIN,HCT116,22978.5,-0.54,-1.7375,-4.015,0.97
ZOLINZA,GELDANAMYCIN,HT144,25310.5,0.37999999999999995,-2.85,-3.7725,0.8174999999999999
ZOLINZA,GELDANAMYCIN,LNCAP,32070.5,4.08,3.2725,7.89,11.497499999999999
ZOLINZA,GELDANAMYCIN,LOVO,34402.5,0.575,-0.6499999999999999,-5.99,0.21250000000000002
ZOLINZA,GELDANAMYCIN,MDAMB436,36734.5,1.8599999999999999,3.5699999999999994,4.4975000000000005,7.522500000000001
ZOLINZA,GELDANAMYCIN,MSTO,38762.5,7.6875,5.875,7.6725,11.155
ZOLINZA,GELDANAMYCIN,NCI-H460,47910.5,-4.525,-9.04,-11.3225,-6.422499999999999
ZOLINZA,GELDANAMYCIN,NCIH1650,41094.5,-1.055,-1.2075,-3.0175,2.6175
ZOLINZA,GELDANAMYCIN,NCIH2122,43426.5,1.9475,0.27499999999999997,-0.735,4.02
ZOLINZA,GELDANAMYCIN,NCIH23,45590.5,-4.015000000000001,-8.2075,-10.275,-5.922499999999999
ZOLINZA,GELDANAMYCIN,NCIH520,50242.5,3.5100000000000002,0.8674999999999999,-1.6899999999999997,2.06
ZOLINZA,GELDANAMYCIN,OCUBM,52574.5,4.6975,5.2775,-3.575,5.39
ZOLINZA,GELDANAMYCIN,OV90,54906.5,5.7425,3.0149999999999997,0.9249999999999998,6.885
ZOLINZA,GELDANAMYCIN,OVCAR3,57238.5,5.0125,3.7175000000000002,-2.4025000000000003,3.155
ZOLINZA,GELDANAMYCIN,PA1,59570.5,-0.585,0.1399999999999999,-4.96,0.5999999999999999
ZOLINZA,GELDANAMYCIN,RKO,61902.5,-0.91,-1.24,-3.1625,2.15
ZOLINZA,GELDANAMYCIN,RPMI7951,64162.5,-1.9325,-3.58,-5.875,-1.61
ZOLINZA,GELDANAMYCIN,SK-OV-3,71154.5,4.01,3.8475,2.33,7.195
ZOLINZA,GELDANAMYCIN,SKMEL30,66490.5,7.24,7.3925,-1.9925,5.035
ZOLINZA,GELDANAMYCIN,SKMES1,68822.5,-3.0700000000000003,-5.692500000000001,-8.6775,-2.6275
ZOLINZA,GELDANAMYCIN,SW-620,73486.5,1.78,-0.30499999999999994,-3.685,-0.15750000000000003
ZOLINZA,GELDANAMYCIN,SW837,75818.5,4.279999999999999,3.5125000000000006,0.3025,5.6725
ZOLINZA,GELDANAMYCIN,T-47D,77930.5,2.1999999999999997,4.4525,-0.87,5.15
ZOLINZA,GELDANAMYCIN,UACC62,80254.5,-1.4225,-5.08,-6.7475000000000005,-2.6
ZOLINZA,GELDANAMYCIN,UWB1289,82586.5,10.767500000000002,6.630000000000001,3.1350000000000002,8.035
ZOLINZA,GELDANAMYCIN,VCAP,87250.5,8.622499999999999,11.1975,1.315,11.95
ZOLINZA,GEMCITABINE,A2058,2278.5,7.61,7.395,3.2049999999999996,9.145
ZOLINZA,GEMCITABINE,A2780,4586.5,4.5075,0.08000000000000002,1.035,2.77
ZOLINZA,GEMCITABINE,A375,6846.5,3.9274999999999998,3.23,2.69,4.647500000000001
ZOLINZA,GEMCITABINE,A427,9178.5,-7.384999999999999,-12.3925,-6.232500000000001,-4.335
ZOLINZA,GEMCITABINE,ES2,20754.5,5.54,0.6849999999999999,3.365,4.665
ZOLINZA,GEMCITABINE,HCT116,22982.5,-1.03,-6.902500000000001,-8.4925,-3.2475
ZOLINZA,GEMCITABINE,HT144,25314.5,7.8125,8.514999999999999,7.982499999999999,11.842500000000001
ZOLINZA,GEMCITABINE,LNCAP,32074.5,-22.4275,-56.3375,-55.3475,-49.6925
ZOLINZA,GEMCITABINE,LOVO,34406.5,3.7874999999999996,-2.8475,0.5425,1.9775
ZOLINZA,GEMCITABINE,MDAMB436,36738.5,1.7725,2.09,4.9575000000000005,9.030000000000001
ZOLINZA,GEMCITABINE,MSTO,38766.5,5.9525,3.6574999999999998,3.4074999999999998,8.5275
ZOLINZA,GEMCITABINE,NCI-H460,47914.5,3.3625,0.8925000000000001,-4.125,4.2775
ZOLINZA,GEMCITABINE,NCIH1650,41098.5,-11.705,-14.6775,-14.3925,-9.07
ZOLINZA,GEMCITABINE,NCIH2122,43430.5,8.504999999999999,3.33,6.92,10.042499999999999
ZOLINZA,GEMCITABINE,NCIH23,90634.5,3.4400000000000004,1.365,2.6100000000000003,3.5149999999999997
ZOLINZA,GEMCITABINE,NCIH520,50246.5,16.762500000000003,14.995000000000001,7.7875,15.985
ZOLINZA,GEMCITABINE,OCUBM,52578.5,-3.675,-5.2675,-7.800000000000001,-1.6
ZOLINZA,GEMCITABINE,OV90,54910.5,6.567500000000001,0.55,4.3675,6.1
ZOLINZA,GEMCITABINE,OVCAR3,57242.5,0.015000000000000124,-0.37249999999999983,-1.2825,3.2175000000000002
ZOLINZA,GEMCITABINE,PA1,59574.5,6.42,5.55,0.08999999999999998,6.62
ZOLINZA,GEMCITABINE,RKO,61906.5,1.6375000000000002,-0.13499999999999995,-3.3575,4.0825
ZOLINZA,GEMCITABINE,RPMI7951,64166.5,11.467500000000001,5.772499999999999,6.9725,10.192499999999999
ZOLINZA,GEMCITABINE,SK-OV-3,71158.5,6.3175,5.42,-0.895,7.887500000000001
ZOLINZA,GEMCITABINE,SKMEL30,66494.5,10.065,1.5899999999999999,0.3925,5.295
ZOLINZA,GEMCITABINE,SKMES1,68826.5,6.522500000000001,2.99,1.2800000000000002,5.2025
ZOLINZA,GEMCITABINE,SW-620,73490.5,2.7750000000000004,1.5675,-2.2625,2.23
ZOLINZA,GEMCITABINE,SW837,75822.5,-1.515,-4.53,0.09000000000000014,0.30500000000000005
ZOLINZA,GEMCITABINE,T-47D,77934.5,10.1475,11.18,11.739999999999998,14.585
ZOLINZA,GEMCITABINE,UACC62,80258.5,2.455,2.4450000000000003,-1.7325,5.1025
ZOLINZA,GEMCITABINE,UWB1289,82590.5,1.4475,0.78,4.8275,9.245000000000001
ZOLINZA,GEMCITABINE,VCAP,87254.5,-2.455,-1.44,3.2925000000000004,5.51
ZOLINZA,LAPATINIB,A2058,2282.5,8.305,10.870000000000001,3.89,8.93
ZOLINZA,LAPATINIB,A2780,4590.5,7.080000000000001,8.805,2.555,9.705
ZOLINZA,LAPATINIB,A375,6850.5,3.4724999999999997,3.88,-10.285,6.01
ZOLINZA,LAPATINIB,A427,9182.5,-6.46,-12.875,-10.7625,-7.745
ZOLINZA,LAPATINIB,ES2,20758.5,1.2425000000000002,2.6399999999999997,0.1050000000000001,2.9475000000000002
ZOLINZA,LAPATINIB,HCT116,72577.4,-0.5760000000000002,-0.7320000000000002,-10.1,1.2419999999999998
ZOLINZA,LAPATINIB,HT144,25318.5,0.8624999999999998,2.1475,-5.532500000000001,4.880000000000001
ZOLINZA,LAPATINIB,LNCAP,32078.5,0.42999999999999994,-2.92,-1.7675000000000003,4.91
ZOLINZA,LAPATINIB,LOVO,34410.5,-2.7199999999999998,-2.4675000000000002,-0.3275,5.9125
ZOLINZA,LAPATINIB,MDAMB436,36742.5,-3.0575,1.7374999999999998,-0.22250000000000014,2.9525
ZOLINZA,LAPATINIB,MSTO,38770.5,19.3175,16.205,12.567499999999999,23.2725
ZOLINZA,LAPATINIB,NCI-H460,67669.8,-4.044,-2.8840000000000003,-10.156,0.968
ZOLINZA,LAPATINIB,NCIH1650,41102.5,-0.7775000000000001,0.6749999999999999,4.4325,7.6225
ZOLINZA,LAPATINIB,NCIH2122,43434.5,3.3975,4.35,3.8899999999999997,8.282499999999999
ZOLINZA,LAPATINIB,NCIH23,78946.2,-0.04800000000000006,0.3979999999999998,-1.5560000000000003,1.7420000000000002
ZOLINZA,LAPATINIB,NCIH520,50250.5,7.1175,6.14,-0.6000000000000001,4.984999999999999
ZOLINZA,LAPATINIB,OCUBM,52582.5,6.610000000000001,6.3325000000000005,7.862499999999999,10.895
ZOLINZA,LAPATINIB,OV90,54914.5,-2.7750000000000004,0.49750000000000016,-2.2224999999999997,4.0775
ZOLINZA,LAPATINIB,OVCAR3,82180.0,-3.3939999999999997,1.438,0.09399999999999978,4.612
ZOLINZA,LAPATINIB,PA1,59578.5,2.6999999999999997,4.2925,-2.14,4.88
ZOLINZA,LAPATINIB,RKO,61910.5,0.02250000000000041,0.05499999999999994,3.9749999999999996,6.555
ZOLINZA,LAPATINIB,RPMI7951,64170.5,3.7024999999999997,4.985,1.305,6.325
ZOLINZA,LAPATINIB,SK-OV-3,86451.6,-1.706,0.10599999999999996,0.14200000000000018,4.603999999999999
ZOLINZA,LAPATINIB,SKMEL30,66498.5,8.2675,9.267499999999998,-2.29,5.842499999999999
ZOLINZA,LAPATINIB,SKMES1,68830.5,2.0700000000000003,1.2825000000000002,3.8725,6.6375
ZOLINZA,LAPATINIB,SW-620,105018.6,5.006,5.735999999999999,-19.875999999999998,3.7399999999999998
ZOLINZA,LAPATINIB,SW837,75826.5,5.3975,4.535,5.575000000000001,8.395
ZOLINZA,LAPATINIB,T-47D,106384.4,-4.832,-4.409999999999999,-5.636,-1.6759999999999997
ZOLINZA,LAPATINIB,UACC62,92264.8,4.628,6.324,2.7139999999999995,6.998
ZOLINZA,LAPATINIB,UWB1289,82594.5,0.9624999999999999,1.9649999999999999,0.8775000000000001,6.107499999999999
ZOLINZA,LAPATINIB,VCAP,87258.5,7.4025,10.64,3.2700000000000005,11.129999999999999
ZOLINZA,MK-2206,A2058,2286.5,6.9775,9.4175,6.22,8.8575
ZOLINZA,MK-2206,A2780,4594.5,3.7925,5.147500000000001,4.5725,8.9425
ZOLINZA,MK-2206,A375,6854.5,1.2825,-1.315,-21.9075,-0.6749999999999998
ZOLINZA,MK-2206,A427,9186.5,-4.6875,-5.955,-2.055,0.4174999999999999
ZOLINZA,MK-2206,ES2,20762.5,2.8175,0.4075000000000001,-5.612499999999999,1.5025
ZOLINZA,MK-2206,HCT116,22990.5,6.2775,3.845,-1.7225000000000001,5.194999999999999
ZOLINZA,MK-2206,HT144,25322.5,-1.125,0.885,-4.885,3.345
ZOLINZA,MK-2206,LNCAP,32082.5,3.9125,2.195,7.327500000000001,10.5625
ZOLINZA,MK-2206,LOVO,34414.5,-0.7849999999999999,-1.2300000000000002,2.9275,5.5
ZOLINZA,MK-2206,MDAMB436,36746.5,0.28750000000000003,3.7750000000000004,5.205,7.217499999999999
ZOLINZA,MK-2206,MSTO,38774.5,25.6325,23.42,29.465,32.785
ZOLINZA,MK-2206,NCI-H460,47922.5,-2.625,-1.2025000000000001,-1.6149999999999998,3.6750000000000003
ZOLINZA,MK-2206,NCIH1650,41106.5,1.25,4.327500000000001,7.065,9.0275
ZOLINZA,MK-2206,NCIH2122,43438.5,6.9175,7.2575,8.1525,11.8675
ZOLINZA,MK-2206,NCIH23,45598.5,-1.595,-0.84,-2.3625000000000003,1.6475
ZOLINZA,MK-2206,NCIH520,50254.5,3.51,3.0149999999999997,0.9824999999999999,4.9125
ZOLINZA,MK-2206,OCUBM,52586.5,1.8475,1.88,0.6375,4.7875
ZOLINZA,MK-2206,OV90,54918.5,2.5225,4.172499999999999,3.3950000000000005,9.7
ZOLINZA,MK-2206,OVCAR3,57250.5,2.9525,3.8225000000000007,3.2125000000000004,7.38
ZOLINZA,MK-2206,PA1,59582.5,4.055,4.7925,2.4025,5.842499999999999
ZOLINZA,MK-2206,RKO,61914.5,-1.9024999999999999,-0.41750000000000004,1.6324999999999998,6.3549999999999995
ZOLINZA,MK-2206,RPMI7951,64174.5,0.825,2.9325,2.1624999999999996,6.1850000000000005
ZOLINZA,MK-2206,SK-OV-3,71166.5,7.1375,7.635,6.695,11.912500000000001
ZOLINZA,MK-2206,SKMEL30,66502.5,6.45,6.445,-4.7749999999999995,3.23
ZOLINZA,MK-2206,SKMES1,68834.5,8.5775,9.98,11.649999999999999,14.23
ZOLINZA,MK-2206,SW-620,73498.5,6.904999999999999,7.2325,0.8575,8.135000000000002
ZOLINZA,MK-2206,SW837,75830.5,6.807499999999999,6.1525,4.1775,9.4825
ZOLINZA,MK-2206,T-47D,77942.5,5.97,4.505,3.5100000000000002,8.3125
ZOLINZA,MK-2206,UACC62,80266.5,0.37,1.88,3.1475,5.64
ZOLINZA,MK-2206,UWB1289,82598.5,7.6225000000000005,8.452499999999999,10.42,13.432500000000001
ZOLINZA,MK-2206,VCAP,87262.5,9.59,10.5825,13.2825,16.41
ZOLINZA,MK-4827,A2058,2290.5,5.017499999999999,3.5424999999999995,-1.2,5.5325
ZOLINZA,MK-4827,A2780,4598.5,8.9725,9.5025,7.482499999999999,13.215
ZOLINZA,MK-4827,A375,6858.5,9.020000000000001,6.657500000000001,3.3475,10.5975
ZOLINZA,MK-4827,A427,9190.5,-5.065,-8.5175,-15.3075,-3.56
ZOLINZA,MK-4827,ES2,20766.5,2.745,2.1325000000000003,-2.2575,3.73
ZOLINZA,MK-4827,HCT116,22994.5,1.2875,0.31750000000000006,-0.9224999999999999,3.965
ZOLINZA,MK-4827,HT144,25326.5,-2.7125,0.44749999999999995,-0.17250000000000001,3.2975
ZOLINZA,MK-4827,LNCAP,32086.5,1.685,-1.1624999999999999,4.0675,7.9975
ZOLINZA,MK-4827,LOVO,34418.5,-3.7025,-4.29,-2.13,1.7774999999999999
ZOLINZA,MK-4827,MDAMB436,36750.5,-2.16,-0.66,4.4225,6.51
ZOLINZA,MK-4827,MSTO,38778.5,20.61,15.8475,18.97,23.740000000000002
ZOLINZA,MK-4827,NCI-H460,47926.5,2.1475,3.495,2.4450000000000003,8.725
ZOLINZA,MK-4827,NCIH1650,41110.5,-4.3025,-0.6549999999999999,-12.375,0.845
ZOLINZA,MK-4827,NCIH2122,43442.5,4.645,6.609999999999999,1.01,9.2075
ZOLINZA,MK-4827,NCIH23,90638.5,-1.9725000000000001,-3.0225000000000004,-6.25,-0.7124999999999999
ZOLINZA,MK-4827,NCIH520,50258.5,6.7125,6.01,0.995,6.525
ZOLINZA,MK-4827,OCUBM,52590.5,1.6875,1.2475,-4.430000000000001,2.885
ZOLINZA,MK-4827,OV90,54922.5,-3.9125000000000005,-0.595,-7.0649999999999995,2.355
ZOLINZA,MK-4827,OVCAR3,57254.5,-3.165,-2.0600000000000005,-14.04,-0.4149999999999999
ZOLINZA,MK-4827,PA1,59586.5,1.9825,2.6325000000000003,-1.8225000000000002,3.73
ZOLINZA,MK-4827,RKO,61918.5,-1.2399999999999998,-1.47,-2.64,4.3475
ZOLINZA,MK-4827,RPMI7951,64178.5,3.9499999999999993,5.797499999999999,0.9849999999999999,7.125
ZOLINZA,MK-4827,SK-OV-3,71170.5,3.47,3.9325,-27.9625,6.027500000000001
ZOLINZA,MK-4827,SKMEL30,66506.5,3.05,5.11,-5.01,1.9
ZOLINZA,MK-4827,SKMES1,68838.5,-0.7575000000000001,1.685,0.495,3.7725
ZOLINZA,MK-4827,SW-620,73502.5,3.58,2.19,-0.7275,2.615
ZOLINZA,MK-4827,SW837,75834.5,1.1975,3.0075,1.3275000000000001,4.977500000000001
ZOLINZA,MK-4827,T-47D,77946.5,3.2600000000000002,3.6950000000000003,0.7499999999999999,6.392499999999999
ZOLINZA,MK-4827,UACC62,80270.5,-1.095,1.1324999999999998,-8.032499999999999,2.2275
ZOLINZA,MK-4827,UWB1289,82602.5,-0.39749999999999996,-0.42999999999999994,3.1425,6.682500000000001
ZOLINZA,MK-4827,VCAP,87266.5,3.0974999999999997,7.6450000000000005,2.235,8.915
ZOLINZA,MK-5108,A2058,2294.5,3.5100000000000002,3.54,-4.9875,3.17
ZOLINZA,MK-5108,A2780,4602.5,5.8775,6.5325,3.8600000000000003,9.765
ZOLINZA,MK-5108,A375,6862.5,2.955,5.545,-3.6225,5.4375
ZOLINZA,MK-5108,A427,9194.5,-4.9675,-6.18,-3.1100000000000003,1.0475
ZOLINZA,MK-5108,ES2,20770.5,2.6175,5.2725,1.0525,6.2524999999999995
ZOLINZA,MK-5108,HCT116,22998.5,2.3899999999999997,1.4575,-6.245000000000001,6.4174999999999995
ZOLINZA,MK-5108,HT144,25330.5,-1.6875000000000002,0.3050000000000001,-3.7424999999999997,2.8775
ZOLINZA,MK-5108,LNCAP,32090.5,-2.4575,-4.5625,-0.24750000000000005,4.8575
ZOLINZA,MK-5108,LOVO,34422.5,-2.69,-3.71,-2.16,2.95
ZOLINZA,MK-5108,MDAMB436,36754.5,-2.3175,2.065,-1.5950000000000002,3.2474999999999996
ZOLINZA,MK-5108,MSTO,38782.5,20.42,15.267499999999998,14.517499999999998,21.985
ZOLINZA,MK-5108,NCI-H460,47930.5,-4.0175,-5.9,-8.0375,-1.0375
ZOLINZA,MK-5108,NCIH1650,41114.5,-2.1125,1.2325,1.7225,4.0075
ZOLINZA,MK-5108,NCIH2122,43446.5,4.79,4.7675,2.2275,8.6075
ZOLINZA,MK-5108,NCIH23,45602.5,0.6,-1.2874999999999999,-3.6625000000000005,1.8599999999999999
ZOLINZA,MK-5108,NCIH520,50262.5,8.6875,8.4925,3.3875,9.0625
ZOLINZA,MK-5108,OCUBM,52594.5,5.4225,5.615,2.1624999999999996,8.8125
ZOLINZA,MK-5108,OV90,54926.5,-6.0525,-1.9925,-5.3825,1.4375
ZOLINZA,MK-5108,OVCAR3,57258.5,0.03500000000000014,2.44,0.4574999999999999,4.27
ZOLINZA,MK-5108,PA1,59590.5,0.9624999999999999,-0.017500000000000016,-4.195,1.1125
ZOLINZA,MK-5108,RKO,61922.5,5.23,8.395,-1.46,9.692499999999999
ZOLINZA,MK-5108,RPMI7951,64182.5,3.93,5.025,2.785,7.675
ZOLINZA,MK-5108,SK-OV-3,71174.5,5.3275,6.105,-4.125,7.455
ZOLINZA,MK-5108,SKMEL30,66510.5,7.74,13.7,3.3175,11.0075
ZOLINZA,MK-5108,SKMES1,68842.5,1.4625000000000001,-1.0725,-1.0325,3.1975
ZOLINZA,MK-5108,SW-620,73506.5,2.8449999999999998,5.8774999999999995,3.005,5.8175
ZOLINZA,MK-5108,SW837,75838.5,6.4525,6.0425,-13.2575,4.672499999999999
